125.00000,-0.00002,0.00648,1.57117
150.00000,-0.00002,0.00778,1.57119
175.00000,-0.00003,0.01056,1.58017
200.00000,-0.00006,0.01349,1.58293
225.00000,-0.00010,0.01643,1.58597
250.00000,-0.00015,0.01935,1.58971
275.00000,-0.00022,0.02226,1.59547
300.00000,-0.00033,0.02514,1.60238
325.00000,-0.00043,0.02799,1.61076
350.00000,-0.00056,0.03084,1.61950
375.00000,-0.00071,0.03367,1.62994
400.00000,-0.00090,0.03647,1.64149
425.00000,-0.00112,0.03925,1.65533
450.00000,-0.00138,0.04199,1.67072
475.00000,-0.00171,0.04472,1.68714
500.00000,-0.00206,0.04743,1.70433
525.00000,-0.00246,0.05020,1.71745
550.00000,-0.00246,0.05020,1.72350
575.00000,-0.00335,0.05600,1.72580
600.00000,-0.00381,0.05895,1.72559
625.00000,-0.00427,0.06191,1.72547
650.00000,-0.00474,0.06487,1.72544
675.00000,-0.00520,0.06782,1.72539
700.00000,-0.00566,0.07078,1.72528
725.00000,-0.00612,0.07374,1.72535
750.00000,-0.00658,0.07669,1.72560
775.00000,-0.00705,0.07964,1.72541
800.00000,-0.00751,0.08259,1.72520
825.00000,-0.00797,0.08556,1.72552
850.00000,-0.00843,0.08850,1.72538
875.00000,-0.00889,0.09145,1.72548
900.00000,-0.00936,0.09441,1.72565
925.00000,-0.00982,0.09736,1.72557
950.00000,-0.01028,0.10031,1.72575
975.00000,-0.01075,0.10325,1.72519
1000.00000,-0.01121,0.10621,1.72527
1025.00000,-0.01167,0.10917,1.72543
1050.00000,-0.01213,0.11213,1.72551
1075.00000,-0.01259,0.11508,1.72566
1100.00000,-0.01305,0.11803,1.72578
1125.00000,-0.01351,0.12098,1.72563
1150.00000,-0.01397,0.12394,1.72579
1175.00000,-0.01444,0.12689,1.72605
1200.00000,-0.01490,0.12985,1.72632
1225.00000,-0.01536,0.13280,1.72651
1250.00000,-0.01583,0.13574,1.72639
1275.00000,-0.01630,0.13869,1.72654
1300.00000,-0.01676,0.14164,1.72665
1325.00000,-0.01723,0.14460,1.72659
1350.00000,-0.01769,0.14754,1.72648
1375.00000,-0.01816,0.15050,1.72674
1400.00000,-0.01863,0.15345,1.72654
1425.00000,-0.01909,0.15640,1.72666
1450.00000,-0.01956,0.15936,1.72655
1475.00000,-0.02003,0.16232,1.72678
1500.00000,-0.02050,0.16527,1.72679
1525.00000,-0.02096,0.16822,1.72681
1550.00000,-0.02143,0.17118,1.72682
1575.00000,-0.02190,0.17413,1.72693
1600.00000,-0.02237,0.17709,1.72702
1625.00000,-0.02283,0.18004,1.72710
1650.00000,-0.02330,0.18299,1.72698
1675.00000,-0.02377,0.18595,1.72724
1700.00000,-0.02423,0.18890,1.72718
1725.00000,-0.02470,0.19186,1.72724
1750.00000,-0.02517,0.19481,1.72735
1775.00000,-0.02563,0.19776,1.72728
1800.00000,-0.02610,0.20072,1.72743
1825.00000,-0.02657,0.20369,1.72731
1850.00000,-0.02703,0.20665,1.72727
1875.00000,-0.02749,0.20959,1.72761
1900.00000,-0.02796,0.21256,1.72761
1925.00000,-0.02843,0.21551,1.72744
