150.00000,-0.00002,0.00778,1.57119,0.49222
175.00000,-0.00002,0.00907,1.57117,0.49093
200.00000,0.00020,0.01034,1.48581,0.48966
225.00000,0.00014,0.01171,1.52086,0.48829
250.00000,0.00020,0.01237,1.57492,0.48763
275.00000,0.00017,0.01308,1.50619,0.48692
300.00000,0.00028,0.01379,1.43174,0.48621
325.00000,0.00038,0.01438,1.35731,0.48562
350.00000,0.00056,0.01492,1.28325,0.48508
375.00000,0.00077,0.01547,1.21055,0.48453
400.00000,0.00119,0.01658,1.14002,0.48342
425.00000,0.00218,0.01845,1.07646,0.48155
450.00000,0.00328,0.02029,1.01375,0.47972
475.00000,0.00483,0.02266,0.95549,0.47737
500.00000,0.00672,0.02516,0.89851,0.47489
525.00000,0.00893,0.02777,0.84410,0.47232
550.00000,0.01120,0.03017,0.79263,0.46997
575.00000,0.01376,0.03262,0.74338,0.46759
600.00000,0.01638,0.03491,0.69559,0.46538
625.00000,0.01911,0.03710,0.64879,0.46329
650.00000,0.01911,0.03710,0.60452,0.46329
675.00000,0.02486,0.04108,0.56307,0.45959
700.00000,0.02785,0.04288,0.52385,0.45796
725.00000,0.03087,0.04455,0.48648,0.45650
750.00000,0.03393,0.04610,0.45051,0.45516
775.00000,0.03707,0.04753,0.41724,0.45398
800.00000,0.04023,0.04886,0.38564,0.45293
825.00000,0.04342,0.05009,0.35591,0.45200
850.00000,0.04660,0.05122,0.32870,0.45120
875.00000,0.04962,0.05263,0.42311,0.45012
900.00000,0.05275,0.05432,0.53186,0.44879
925.00000,0.05535,0.05607,0.64175,0.44737
950.00000,0.05769,0.05805,0.63108,0.44570
975.00000,0.05987,0.05963,0.61224,0.44442
1000.00000,0.06238,0.06135,0.59549,0.44306
1025.00000,0.06500,0.06309,0.57982,0.44172
1050.00000,0.06763,0.06478,0.56537,0.44045
1075.00000,0.07025,0.06642,0.55236,0.43923
1100.00000,0.07285,0.06800,0.54007,0.43810
1125.00000,0.07542,0.06953,0.52885,0.43703
1150.00000,0.07795,0.07099,0.51838,0.43603
1175.00000,0.08043,0.07238,0.50857,0.43512
1200.00000,0.08289,0.07373,0.49936,0.43426
1225.00000,0.08530,0.07503,0.49091,0.43345
1250.00000,0.08774,0.07631,0.48343,0.43268
1275.00000,0.09017,0.07758,0.47635,0.43194
1300.00000,0.09262,0.07882,0.47021,0.43124
1325.00000,0.09506,0.08005,0.46443,0.43057
1350.00000,0.09751,0.08126,0.45947,0.42994
1375.00000,0.09995,0.08246,0.45493,0.42933
1400.00000,0.10241,0.08365,0.45095,0.42876
1425.00000,0.10487,0.08484,0.44248,0.42821
1450.00000,0.10752,0.08608,0.43407,0.42766
1475.00000,0.11020,0.08735,0.44102,0.42711
1500.00000,0.11296,0.08867,0.44967,0.42656
1525.00000,0.11557,0.08995,0.45889,0.42603
1550.00000,0.11813,0.09122,0.46335,0.42550
1575.00000,0.12070,0.09251,0.46742,0.42499
1600.00000,0.12327,0.09382,0.47122,0.42447
1625.00000,0.12584,0.09515,0.47514,0.42396
1650.00000,0.12841,0.09648,0.47917,0.42346
1675.00000,0.13097,0.09782,0.48350,0.42297
1700.00000,0.13352,0.09917,0.48740,0.42249
1725.00000,0.13608,0.10053,0.49186,0.42201
1750.00000,0.13862,0.10190,0.49618,0.42154
1775.00000,0.14099,0.10320,0.49953,0.42110
1800.00000,0.14332,0.10449,0.50892,0.42068
1825.00000,0.14565,0.10582,0.51905,0.42023
1850.00000,0.14794,0.10715,0.52880,0.41978
1875.00000,0.15022,0.10850,0.53841,0.41933
1900.00000,0.15260,0.10992,0.54782,0.41886
1925.00000,0.15513,0.11149,0.55693,0.41834
1950.00000,0.15766,0.11306,0.58498,0.41782
1975.00000,0.16013,0.11474,0.61448,0.41721
2000.00000,0.16251,0.11648,0.64423,0.41653
2025.00000,0.16477,0.11822,0.67341,0.41582
2050.00000,0.16697,0.12003,0.70058,0.41504
2075.00000,0.16907,0.12188,0.72685,0.41420
2100.00000,0.17109,0.12373,0.75228,0.41334
2125.00000,0.17305,0.12560,0.77682,0.41246
2150.00000,0.17498,0.12754,0.80029,0.41152
2175.00000,0.17684,0.12952,0.82336,0.41052
2200.00000,0.17862,0.13148,0.84491,0.40952
2225.00000,0.18036,0.13349,0.86551,0.40848
2250.00000,0.18203,0.13552,0.88543,0.40741
2275.00000,0.18368,0.13759,0.90429,0.40630
2300.00000,0.18536,0.13979,0.92258,0.40511
2325.00000,0.18701,0.14200,0.93986,0.40390
2350.00000,0.18859,0.14423,0.95619,0.40267
2375.00000,0.19016,0.14650,0.97222,0.40140
2400.00000,0.19171,0.14879,0.98751,0.40012
2425.00000,0.19325,0.15119,1.00217,0.39877
2450.00000,0.19478,0.15361,1.01633,0.39740
2475.00000,0.19644,0.15636,1.02991,0.39582
2500.00000,0.19807,0.15917,1.05711,0.39420
2525.00000,0.19964,0.16203,1.08507,0.39253
2550.00000,0.20108,0.16490,1.11219,0.39080
2575.00000,0.20246,0.16778,1.13749,0.38905
2600.00000,0.20375,0.17069,1.16274,0.38725
2625.00000,0.20497,0.17364,1.19668,0.38538
2650.00000,0.20497,0.17364,1.22965,0.38538
2675.00000,0.20707,0.17962,1.25636,0.38147
2700.00000,0.20798,0.18262,1.28153,0.37946
2725.00000,0.20883,0.18566,1.30644,0.37739
2750.00000,0.20962,0.18873,1.32969,0.37528
2775.00000,0.21033,0.19182,1.35128,0.37311
2800.00000,0.21097,0.19495,1.37230,0.37090
2825.00000,0.21156,0.19809,1.39197,0.36866
2850.00000,0.21209,0.20124,1.41021,0.36639
2875.00000,0.21253,0.20440,1.42764,0.36407
2900.00000,0.21295,0.20759,1.44453,0.36174
2925.00000,0.21332,0.21078,1.47585,0.35938
2950.00000,0.21358,0.21399,1.50703,0.35696
2975.00000,0.21373,0.21716,1.53661,0.35451
3000.00000,0.21376,0.22032,1.56467,0.35202
3025.00000,0.21374,0.22347,1.59167,0.34950
3050.00000,0.21361,0.22663,1.61661,0.34693
3075.00000,0.21343,0.22979,1.64036,0.34434
3100.00000,0.21317,0.23295,1.66277,0.34169
3125.00000,0.21282,0.23612,1.68417,0.33900
3150.00000,0.21241,0.23929,1.70397,0.33628
3175.00000,0.21194,0.24245,1.72295,0.33354
3200.00000,0.21142,0.24559,1.74035,0.33079
3225.00000,0.21085,0.24872,1.75685,0.32802
3250.00000,0.21022,0.25186,1.77241,0.32522
3275.00000,0.20955,0.25499,1.78684,0.32240
3300.00000,0.20884,0.25811,1.80002,0.31957
3325.00000,0.20808,0.26122,1.82749,0.31672
3350.00000,0.20722,0.26431,1.85558,0.31383
3375.00000,0.20627,0.26733,1.88274,0.31094
3400.00000,0.20525,0.27031,1.90773,0.30804
3425.00000,0.20419,0.27325,1.93109,0.30514
3450.00000,0.20302,0.27617,1.95337,0.30219
3475.00000,0.20180,0.27906,1.97462,0.29923
3500.00000,0.20053,0.28194,1.99372,0.29625
3525.00000,0.19920,0.28479,2.01220,0.29325
3550.00000,0.19781,0.28764,2.03032,0.29022
3575.00000,0.19638,0.29046,2.04679,0.28718
3600.00000,0.19490,0.29329,2.06214,0.28410
3625.00000,0.19335,0.29608,2.07641,0.28101
3650.00000,0.19178,0.29887,2.08981,0.27791
3675.00000,0.19016,0.30163,2.10180,0.27480
3700.00000,0.18851,0.30439,2.11284,0.27166
3725.00000,0.18684,0.30713,2.12363,0.26853
3750.00000,0.18512,0.30983,2.14879,0.26539
3775.00000,0.18334,0.31249,2.17376,0.26225
3800.00000,0.18151,0.31507,2.19728,0.25912
3825.00000,0.17962,0.31760,2.22063,0.25599
3850.00000,0.17769,0.32010,2.24204,0.25285
3875.00000,0.17569,0.32254,2.26216,0.24972
3900.00000,0.17569,0.32254,2.28108,0.24972
3925.00000,0.17155,0.32733,2.29874,0.24340
3950.00000,0.16941,0.32969,2.31481,0.24022
3975.00000,0.16721,0.33204,2.32906,0.23700
4000.00000,0.16496,0.33438,2.34339,0.23376
4025.00000,0.16268,0.33668,2.35613,0.23052
4050.00000,0.16038,0.33895,2.36868,0.22729
4075.00000,0.15806,0.34119,2.37946,0.22406
