200.00000,-0.00001,0.01036,1.57120,0.48964
225.00000,0.00003,0.01048,1.57013,0.48952
250.00000,0.00002,0.01124,1.56897,0.48876
275.00000,0.00002,0.01206,1.56979,0.48794
300.00000,0.00002,0.01287,1.57050,0.48713
325.00000,0.00002,0.01368,1.57103,0.48632
350.00000,0.00001,0.01448,1.57174,0.48552
375.00000,0.00001,0.01528,1.57220,0.48472
400.00000,0.00002,0.01608,1.57278,0.48392
425.00000,0.00003,0.01688,1.57333,0.48312
450.00000,0.00004,0.01767,1.57409,0.48233
475.00000,0.00004,0.01845,1.57485,0.48155
500.00000,0.00003,0.01922,1.57550,0.48078
525.00000,0.00003,0.02000,1.57605,0.48000
550.00000,0.00002,0.02077,1.57694,0.47923
575.00000,0.00003,0.02154,1.57752,0.47846
600.00000,0.00001,0.02230,1.57804,0.47770
625.00000,0.00000,0.02306,1.57844,0.47694
650.00000,0.00000,0.02382,1.57906,0.47618
675.00000,-0.00001,0.02458,1.57984,0.47542
700.00000,-0.00001,0.02532,1.58026,0.47468
725.00000,-0.00002,0.02607,1.58097,0.47393
750.00000,-0.00003,0.02680,1.58160,0.47320
775.00000,-0.00003,0.02754,1.58197,0.47246
800.00000,-0.00004,0.02827,1.58257,0.47173
825.00000,-0.00006,0.02900,1.58310,0.47100
850.00000,-0.00008,0.02973,1.58352,0.47027
875.00000,-0.00008,0.03046,1.58374,0.46954
900.00000,-0.00009,0.03118,1.58391,0.46882
925.00000,-0.00010,0.03189,1.58465,0.46811
950.00000,-0.00011,0.03260,1.58559,0.46740
975.00000,-0.00013,0.03330,1.58652,0.46670
1000.00000,-0.00014,0.03400,1.58679,0.46600
1025.00000,-0.00015,0.03471,1.58723,0.46529
1050.00000,-0.00017,0.03540,1.58777,0.46460
1075.00000,-0.00019,0.03609,1.58821,0.46391
1100.00000,-0.00020,0.03678,1.58886,0.46322
1125.00000,-0.00021,0.03747,1.58956,0.46253
1150.00000,-0.00022,0.03814,1.59028,0.46186
1175.00000,-0.00023,0.03882,1.59099,0.46118
1200.00000,-0.00024,0.03950,1.59155,0.46050
1225.00000,-0.00026,0.04016,1.59211,0.45984
1250.00000,-0.00027,0.04084,1.59263,0.45916
1275.00000,-0.00029,0.04150,1.59314,0.45850
1300.00000,-0.00031,0.04215,1.59382,0.45785
1325.00000,-0.00032,0.04281,1.59437,0.45719
1350.00000,-0.00034,0.04346,1.59518,0.45654
1375.00000,-0.00036,0.04410,1.59581,0.45590
1400.00000,-0.00037,0.04475,1.59646,0.45525
1425.00000,-0.00039,0.04539,1.59713,0.45461
1450.00000,-0.00041,0.04602,1.59784,0.45398
1475.00000,-0.00043,0.04666,1.59848,0.45334
1500.00000,-0.00045,0.04729,1.59916,0.45271
1525.00000,-0.00046,0.04791,1.59979,0.45209
