575.00000,-0.00006,0.02976,1.57176
600.00000,-0.00006,0.03105,1.57180
625.00000,0.00006,0.03440,1.47635
650.00000,0.00046,0.03792,1.44279
675.00000,0.00100,0.04177,1.41495
700.00000,0.00163,0.04554,1.39202
725.00000,0.00233,0.04924,1.37087
750.00000,0.00309,0.05281,1.35366
775.00000,0.00388,0.05637,1.33785
800.00000,0.00477,0.05995,1.32320
825.00000,0.00569,0.06351,1.30512
850.00000,0.00667,0.06706,1.28793
875.00000,0.00770,0.07052,1.27243
900.00000,0.00878,0.07395,1.25827
925.00000,0.00991,0.07738,1.24523
950.00000,0.01108,0.08078,1.23283
975.00000,0.01228,0.08416,1.22180
1000.00000,0.01352,0.08753,1.21199
1025.00000,0.01479,0.09088,1.20334
1050.00000,0.01606,0.09414,1.19559
1075.00000,0.01735,0.09738,1.18881
1100.00000,0.01865,0.10061,1.18261
1125.00000,0.01998,0.10382,1.17718
1150.00000,0.02137,0.10715,1.17237
1175.00000,0.02279,0.11048,1.15045
1200.00000,0.02428,0.11379,1.12948
1225.00000,0.02589,0.11712,1.10945
1250.00000,0.02757,0.12042,1.09065
1275.00000,0.02929,0.12370,1.07324
1300.00000,0.03107,0.12695,1.05682
1325.00000,0.03290,0.13015,1.04175
1350.00000,0.03477,0.13335,1.02769
1375.00000,0.03664,0.13643,1.01495
1400.00000,0.03854,0.13948,1.00301
1425.00000,0.04048,0.14250,0.99200
1450.00000,0.04245,0.14549,0.98175
1475.00000,0.04445,0.14846,0.97252
1500.00000,0.04646,0.15141,0.96412
1525.00000,0.04850,0.15434,0.95658
1550.00000,0.05046,0.15710,0.94997
1575.00000,0.05256,0.15996,0.92557
1600.00000,0.05473,0.16278,0.89914
1625.00000,0.05701,0.16560,0.88071
1650.00000,0.05935,0.16840,0.86465
1675.00000,0.06172,0.17112,0.84987
1700.00000,0.06405,0.17375,0.83627
1725.00000,0.06642,0.17633,0.82379
1750.00000,0.06881,0.17890,0.81197
1775.00000,0.07121,0.18142,0.80083
1800.00000,0.07364,0.18391,0.79071
1825.00000,0.07609,0.18639,0.78195
1850.00000,0.07857,0.18881,0.77375
1875.00000,0.08079,0.19096,0.76643
1900.00000,0.08294,0.19302,0.76014
1925.00000,0.08501,0.19498,0.75465
1950.00000,0.08697,0.19679,0.75127
1975.00000,0.08891,0.19860,0.74931
2000.00000,0.09084,0.20040,0.74812
2025.00000,0.09276,0.20218,0.74751
2050.00000,0.09533,0.20455,0.74701
2075.00000,0.09796,0.20695,0.73377
2100.00000,0.10059,0.20931,0.71832
2125.00000,0.10330,0.21165,0.70371
2150.00000,0.10607,0.21395,0.68972
2175.00000,0.10885,0.21623,0.68299
2200.00000,0.11127,0.21817,0.67887
2225.00000,0.11359,0.22003,0.67574
2250.00000,0.11584,0.22184,0.67232
2275.00000,0.11805,0.22360,0.66977
2300.00000,0.12020,0.22528,0.66782
2325.00000,0.12226,0.22691,0.66602
2350.00000,0.12428,0.22850,0.66745
2375.00000,0.12624,0.23004,0.66941
2400.00000,0.12818,0.23158,0.67189
2425.00000,0.13013,0.23313,0.67432
2450.00000,0.13207,0.23468,0.67726
2475.00000,0.13400,0.23624,0.68026
2500.00000,0.13593,0.23779,0.68320
2525.00000,0.13787,0.23936,0.68659
2550.00000,0.13979,0.24095,0.69025
2575.00000,0.14171,0.24253,0.69406
2600.00000,0.14361,0.24411,0.69782
2625.00000,0.14550,0.24570,0.70191
2650.00000,0.14739,0.24731,0.70605
2675.00000,0.14982,0.24939,0.71030
2700.00000,0.15228,0.25152,0.71459
2725.00000,0.15471,0.25366,0.71874
2750.00000,0.15736,0.25600,0.72271
2775.00000,0.16002,0.25836,0.72707
2800.00000,0.16267,0.26072,0.73121
2825.00000,0.16530,0.26308,0.73568
2850.00000,0.16790,0.26546,0.74025
2875.00000,0.17049,0.26784,0.74489
2900.00000,0.17307,0.27024,0.74913
2925.00000,0.17564,0.27264,0.75356
2950.00000,0.17820,0.27505,0.75818
2975.00000,0.18074,0.27747,0.76273
3000.00000,0.18327,0.27990,0.76722
3025.00000,0.18578,0.28233,0.77137
3050.00000,0.18826,0.28477,0.77564
3075.00000,0.19073,0.28720,0.77976
3100.00000,0.19318,0.28965,0.78333
3125.00000,0.19562,0.29208,0.78757
3150.00000,0.19803,0.29452,0.79138
3175.00000,0.20052,0.29706,0.79564
3200.00000,0.20300,0.29961,0.79909
3225.00000,0.20548,0.30215,0.80338
3250.00000,0.20794,0.30474,0.81463
3275.00000,0.21018,0.30714,0.82635
3300.00000,0.21240,0.30955,0.83331
3325.00000,0.21458,0.31198,0.83914
3350.00000,0.21675,0.31441,0.84472
3375.00000,0.21893,0.31687,0.85011
3400.00000,0.22108,0.31934,0.85546
3425.00000,0.22323,0.32183,0.86063
3450.00000,0.22536,0.32432,0.86560
3475.00000,0.22748,0.32682,0.87020
3500.00000,0.22959,0.32934,0.87484
3525.00000,0.23168,0.33187,0.87983
3550.00000,0.23381,0.33445,0.88411
3575.00000,0.23591,0.33704,0.88801
3600.00000,0.23801,0.33964,0.89196
3625.00000,0.24009,0.34224,0.89602
