375.00000,-0.00004,0.01941,1.57139
400.00000,-0.00004,0.02070,1.57138
425.00000,-0.00001,0.02084,1.56698
450.00000,0.00009,0.02342,1.56560
475.00000,0.00010,0.02646,1.56524
500.00000,0.00012,0.02942,1.56500
525.00000,0.00013,0.03241,1.56500
550.00000,0.00014,0.03541,1.56492
575.00000,0.00015,0.03840,1.56491
600.00000,0.00017,0.04139,1.56489
625.00000,0.00019,0.04438,1.56488
650.00000,0.00021,0.04737,1.56477
675.00000,0.00022,0.05036,1.56476
700.00000,0.00024,0.05335,1.56479
725.00000,0.00026,0.05635,1.56493
750.00000,0.00028,0.05934,1.56492
775.00000,0.00029,0.06233,1.56470
800.00000,0.00031,0.06532,1.56442
825.00000,0.00033,0.06831,1.56434
850.00000,0.00035,0.07130,1.56433
875.00000,0.00036,0.07429,1.56440
900.00000,0.00038,0.07728,1.56456
925.00000,0.00040,0.08027,1.56439
950.00000,0.00042,0.08326,1.56437
975.00000,0.00044,0.08625,1.56448
1000.00000,0.00046,0.08925,1.56460
1025.00000,0.00047,0.09224,1.56464
1050.00000,0.00049,0.09523,1.56458
1075.00000,0.00051,0.09822,1.56443
1100.00000,0.00053,0.10120,1.56416
1125.00000,0.00055,0.10419,1.56407
1150.00000,0.00057,0.10718,1.56400
1175.00000,0.00058,0.11018,1.56383
1200.00000,0.00060,0.11316,1.56385
1225.00000,0.00062,0.11615,1.56375
1250.00000,0.00064,0.11914,1.56373
1275.00000,0.00066,0.12213,1.56399
1300.00000,0.00068,0.12512,1.56376
1325.00000,0.00070,0.12811,1.56372
1350.00000,0.00072,0.13110,1.56377
1375.00000,0.00074,0.13410,1.56359
1400.00000,0.00076,0.13708,1.56336
1425.00000,0.00079,0.14007,1.56309
1450.00000,0.00081,0.14305,1.56270
1475.00000,0.00083,0.14604,1.56266
1500.00000,0.00085,0.14903,1.56278
1525.00000,0.00087,0.15203,1.56306
1550.00000,0.00090,0.15503,1.56319
1575.00000,0.00092,0.15801,1.56270
1600.00000,0.00094,0.16100,1.56261
1625.00000,0.00096,0.16399,1.56233
1650.00000,0.00099,0.16698,1.56233
1675.00000,0.00101,0.16998,1.56249
1700.00000,0.00103,0.17295,1.56258
1725.00000,0.00106,0.17595,1.56262
1750.00000,0.00108,0.17894,1.56251
1775.00000,0.00111,0.18193,1.56271
1800.00000,0.00113,0.18492,1.56271
1825.00000,0.00115,0.18791,1.56292
1850.00000,0.00117,0.19090,1.56294
1875.00000,0.00119,0.19390,1.56297
1900.00000,0.00121,0.19689,1.56305
1925.00000,0.00123,0.19987,1.56287
1950.00000,0.00126,0.20287,1.56313
1975.00000,0.00128,0.20586,1.56318
2000.00000,0.00130,0.20885,1.56306
2025.00000,0.00131,0.21184,1.56310
2050.00000,0.00134,0.21483,1.56309
2075.00000,0.00136,0.21782,1.56304
2100.00000,0.00138,0.22081,1.56301
